1.864004920204554161e-01,3.357542071495790426e-01,5.718161506333395705e-01,5.468632427615441327e-02,3.056634843339053886e-01
2.019480053987379731e-01,7.302346823016481192e-01,7.358669385009444230e-01,3.036413714038602510e-02,1.328245964799946166e-01
3.535912638909691763e-01,2.493531490518630100e-02,9.490485347464199251e-01,8.581050451483052122e-03,7.665021543937977633e-02
2.206699517715899062e-01,5.697575734454550789e-01,6.903410110419996304e-01,3.766967987776090321e-02,1.976379223213705627e-01
2.293263719448469518e-01,7.439380025829129828e-01,8.477402496390643583e-01,2.222017291477806911e-02,1.129780096328973915e-01
3.532624747574014124e-01,2.120599154500618644e-02,5.456051884172705702e-01,6.300518274280934861e-02,3.253560567380825441e-01
1.293176026779101484e-01,2.578407076337752013e-01,8.204801488239769069e-01,2.580171787452545384e-02,1.188277448340898657e-01
5.990136257261940989e-02,2.330308420724305773e-01,5.817686526787749779e-01,5.333524020603584714e-02,2.918190002412901496e-01
1.172527576070024058e-01,9.336017101445421851e-01,6.920626273862579003e-01,2.961394084016974459e-02,2.870809724714823430e-01
2.274213432574664351e-01,4.209202822470370364e-02,7.693086522641030545e-01,2.985133954370522424e-02,2.316118780210058015e-01
2.963772610597263379e-01,2.237641242392041097e-02,7.009794145979877378e-01,2.185610512436223646e-02,1.989542667547655463e-01
1.087579431139405750e-01,4.519410098264162734e-01,5.942438071322679871e-01,4.093337501128013062e-02,3.668736796820474266e-01
6.697325211623847419e-02,7.463962586394945475e-01,6.845593642763306841e-01,3.180534602864940052e-02,2.530913675132117069e-01
1.739437844878183315e-01,7.646604710898768920e-01,6.033650880828953511e-01,4.265937576804842979e-02,3.670419407890541663e-01
2.008516381720885369e-01,4.798265182370824999e-01,6.639054108376581942e-01,2.881303645982915412e-02,2.975093504001074529e-01
1.117019948868273049e-01,7.257487270437683602e-01,5.814779479995114686e-01,5.662725184244810084e-02,3.269109224574078265e-01
1.210954966735122706e-01,3.189058127673374265e-01,7.002808452706072995e-01,2.808283430114744128e-02,2.545625099450578022e-01
1.156651775502219870e-01,8.378088847601925515e-01,7.246914423453901799e-01,3.189278798211281352e-02,2.190844054967051591e-01
1.401280886018532179e-01,7.596615969799804802e-01,8.571800240098402801e-01,2.257370688280357918e-02,6.591298715495663707e-02
5.399285066540243649e-02,9.952269203854104962e-01,5.724489328196958882e-01,5.393992455630282346e-02,3.396542058962194188e-01
1.419085550766416848e-01,9.419007629834807993e-01,6.739147649243975025e-01,3.340973539727469521e-02,2.928556336737813681e-01
2.324864455249748829e-01,9.406335267890916230e-01,5.698842190357795712e-01,5.856933209266279583e-02,3.519886135680780903e-01
9.809278390694275984e-02,1.958229994878465385e-01,7.558757526366356450e-01,2.484035196172240667e-02,2.213281030593026166e-01
1.924564593835742798e-01,7.469073723368200302e-01,7.307396776861223575e-01,3.332882057303360179e-02,1.520794925723947255e-01
1.088696535903879159e-01,7.746172628663334780e-01,9.045758502073082408e-01,1.870427000685136870e-02,4.585229292526837863e-02
1.522827687510676653e-01,5.165722679545196039e-01,8.662949757645899140e-01,1.927202668145217360e-02,8.876864808096068815e-02
1.621335949417102573e-01,6.129662339785096892e-01,9.214776747292020564e-01,1.849689435707784282e-02,4.325112866874167294e-02
2.123122186815984413e-01,7.269126051774736919e-01,6.634800813347943027e-01,3.221618600766663898e-02,3.172962195120804796e-01
2.071882979650527257e-01,7.627133873859923696e-01,6.076575857869499497e-01,3.835264805392393783e-02,3.133434976817388029e-01
1.872284990704342067e-01,3.007474180989523349e-01,6.830703100393497040e-01,3.727237154318993606e-02,1.965483544353833212e-01
2.636138461449148984e-01,2.794641015028886954e-02,6.204452659174874984e-01,2.471535965978505223e-02,3.615826299888849626e-01
2.795216225513132979e-01,2.828798200600568524e-02,5.290580234562395345e-01,5.584375996916723928e-02,4.081997412248229429e-01
2.490148627003765380e-01,8.797123618832094483e-01,6.450090982828468045e-01,3.495887806042008439e-02,3.121446577072811701e-01
1.805988524550131424e-01,9.023900204606596365e-01,9.126544132582576907e-01,1.666962041358005520e-02,9.238418989930047287e-02
1.227558691720213035e-01,7.459461852710225216e-01,5.420566481794463209e-01,6.925958872781901032e-02,3.524192470161832125e-01
2.312694917510961234e-01,4.045053648324592466e-02,7.350859476708671014e-01,3.206949912684620152e-02,2.734339588764324036e-01
9.272440331947509606e-02,9.169082348880558397e-01,6.068359867035787447e-01,4.509015391443537552e-02,3.007932133766186289e-01
1.983536339678568239e-01,6.093593045202477798e-01,6.192374549160342134e-01,4.426994859504598118e-02,3.211140841843124205e-01
2.097800706456520725e-01,7.577624154073898666e-01,6.093784503703812971e-01,4.409157254380902113e-02,2.640475408349206576e-01
1.872407857104596562e-01,2.059654468940531613e-01,8.675663170941628755e-01,1.784660295856159082e-02,6.695110365651629758e-02
1.377973975614307511e-01,2.065192674792750149e-01,7.819865278462745373e-01,2.005691962579927989e-02,1.884616004636968101e-01
1.457510101413300729e-01,2.725244069788447243e-01,6.601761313922223096e-01,3.803956966409091645e-02,2.147493631901070121e-01
1.325320703429196945e-01,6.871252479213971753e-01,8.554125660287732469e-01,2.003516218528711423e-02,1.377661029181058705e-01
2.042275400361036608e-01,9.862856157214343611e-01,8.303938843338571907e-01,2.382472804813950962e-02,1.170784498359985770e-01
1.241392548615101177e-01,9.803809965504162172e-01,6.834557099667580848e-01,3.545386224988089641e-02,2.111025204634260355e-01
1.531987724642020487e-01,9.558298543806584835e-01,7.248079568797087813e-01,2.546534976588623461e-02,2.154621729350618686e-01
2.472993692652185604e-01,7.881899739859969944e-01,6.139215624163371077e-01,4.377664211739302341e-02,2.915414323294088228e-01
1.204767748410462969e-01,7.228023851092861829e-01,5.400734403859717148e-01,7.240968637163816557e-02,3.815645145323568466e-01
2.260188977806553146e-01,6.944209404390736529e-01,5.587894001326468851e-01,6.133176291096529426e-02,3.106466728484694739e-01
1.861204334387857040e-01,2.837300528869949323e-01,9.413876689207275605e-01,1.423073622552611245e-02,1.868018556850997713e-02
2.098788447766853915e-01,2.183357117891665533e-02,5.384134134045807096e-01,7.425535198693848649e-02,2.139149245000204758e-01
2.764897815135543002e-01,2.848270144541914517e-02,6.594096786150027700e-01,1.785133958800573864e-02,3.216418801084771628e-01
1.516001417037732835e-01,9.877314108062649201e-01,5.583696534616272578e-01,5.247218677339245130e-02,3.837444766285683651e-01
1.077153459028102334e-01,6.652101812036552708e-01,6.924924591590093659e-01,2.857019050167526955e-02,2.552251524944326722e-01
1.236400374031728644e-01,5.381144034371296847e-01,6.244143898755369904e-01,3.827173890320856309e-02,2.928519262001156864e-01
2.345943050928165352e-01,5.552731719033894286e-01,6.079844099355885545e-01,4.653827494401424625e-02,2.680378554472594987e-01
2.078744690959143382e-01,2.550240897559203357e-01,7.670881897858322640e-01,2.906640811202015895e-02,1.879665593606151264e-01
1.236621852499467655e-01,6.582982587232494298e-02,5.559514829762013388e-01,6.232303518661810871e-02,3.709910925532058368e-01
1.026024405314901466e-01,7.256941640084317857e-01,8.571959914023493665e-01,2.185240602966509460e-02,5.576159169843553087e-02
2.423522819157516439e-01,2.258331277666036918e-02,6.459894763660274375e-01,4.803105779988170454e-02,1.880015159154370119e-01
2.468088466215503096e-01,6.363250457830937901e-02,5.836836683115866897e-01,5.413443254560897089e-02,3.399290794621654954e-01
